Date,Hours,Type
5/16/2017,2.5,Arbimon
6/5/2017,4,Arbimon
6/5/2017,4,Arbimon
6/5/2017,4,Arbimon
6/8/2017,10,Arbimon
6/8/2017,9,Arbimon
6/9/2017,9,Arbimon
6/9/2017,10,Arbimon
6/19/2017,4,Arbimon
6/19/2017,5,Arbimon
6/19/2017,4,Arbimon
6/19/2017,4,Arbimon
6/19/2017,4,Arbimon
6/19/2017,3,Arbimon
6/19/2017,3,Arbimon
6/25/2017,7,Arbimon
6/25/2017,7,Arbimon
6/25/2017,8,Arbimon
6/25/2017,7,Arbimon
6/25/2017,7,Arbimon
7/3/2017,5,Arbimon
7/7/2017,3,Arbimon
7/10/2017,5,Arbimon
7/10/2017,5,Arbimon
7/11/2017,4,Arbimon
7/11/2017,5,Arbimon
7/11/2017,4,Arbimon
7/11/2017,4,Arbimon
7/17/2017,3,Arbimon
7/18/2017,8,Arbimon
7/18/2017,4,Arbimon
7/18/2017,9,Arbimon
7/18/2017,4,Arbimon
7/20/2017,6,Arbimon
7/22/2017,6,Arbimon
7/23/2017,6,Arbimon
7/25/2017,6,Arbimon
7/25/2017,5,Arbimon
7/26/2017,6,Arbimon
7/28/2017,6,Arbimon
7/29/2017,6,Arbimon
7/30/2017,6,Arbimon
7/31/2017,6,Arbimon
8/1/2017,5,Arbimon
8/1/2017,6,Arbimon
8/1/2017,3,Arbimon
8/1/2017,3,Arbimon
8/1/2017,5,Arbimon
8/6/2017,6,Arbimon
8/8/2017,10,Arbimon
8/8/2017,6.5,Arbimon
8/9/2017,6,Arbimon
8/10/2017,3.5,Arbimon
8/10/2017,6,Arbimon
8/12/2017,6,Arbimon
8/13/2017,6,Arbimon
8/13/2017,6,Arbimon
8/15/2017,4,Arbimon
8/19/2017,4,Arbimon
8/21/2017,0.5,Arbimon
8/22/2017,1,Arbimon
8/26/2017,6.25,Arbimon
8/28/2017,4.25,Arbimon
8/29/2017,3.5,Arbimon
8/30/2017,3,Arbimon
8/31/2017,3,Arbimon
9/4/2017,6,Arbimon
9/4/2017,1,Arbimon
9/5/2017,6,Arbimon
9/5/2017,3,Arbimon
9/5/2017,2,Arbimon
9/7/2017,5.75,Arbimon
9/8/2017,2.75,Arbimon
9/9/2017,2,Arbimon
9/12/2017,3,Arbimon
9/12/2017,3,Arbimon
9/14/2017,3,Arbimon
9/17/2017,5,Arbimon
9/19/2017,2,Arbimon
9/19/2017,3,Arbimon
9/20/2017,4,Arbimon
9/22/2017,3,Arbimon
9/26/2017,3,Arbimon
9/26/2017,3,Arbimon
9/26/2017,2.5,Arbimon
9/29/2017,3,Arbimon
9/30/2017,2,Arbimon
10/3/2017,2,Arbimon
10/3/2017,3,Arbimon
10/6/2017,3,Arbimon
10/8/2017,3,Arbimon
10/16/2017,2.5,Arbimon
10/22/2017,3,Arbimon
10/24/2017,3,Arbimon
10/24/2017,2,Arbimon
10/26/2017,3,Arbimon
10/27/2017,3,Arbimon
10/28/2017,3,Arbimon
10/29/2017,2,Arbimon
10/30/2017,2,Arbimon
10/31/2017,3,Arbimon
10/31/2017,1.5,Arbimon
10/31/2017,3.5,Arbimon
10/31/2017,3,Arbimon
11/2/2017,3,Arbimon
11/4/2017,3,Arbimon
11/6/2017,1.5,Arbimon
11/7/2017,4,Arbimon
11/7/2017,4.5,Arbimon
11/7/2017,3,Arbimon
11/8/2017,2,Arbimon
11/8/2017,3,Arbimon
11/9/2017,7,Arbimon
11/9/2017,6,Arbimon
11/10/2017,4,Arbimon
11/10/2017,6,Arbimon
11/11/2017,3.5,Arbimon
11/11/2017,3,Arbimon
11/12/2017,4.5,Arbimon
11/13/2017,6,Arbimon
11/13/2017,3.5,Arbimon
11/14/2017,4,Arbimon
11/14/2017,3,Arbimon
11/14/2017,4,Arbimon
11/15/2017,1,Arbimon
11/17/2017,2,Arbimon
11/18/2017,3,Arbimon
11/19/2017,2,Arbimon
11/20/2017,2,Arbimon
11/21/2017,0.5,Arbimon
11/21/2017,3,Arbimon
11/28/2017,2,Arbimon
11/28/2017,3,Arbimon
11/29/2017,2,Arbimon
11/30/2017,4.5,Arbimon
12/1/2017,2,Arbimon
12/3/2017,2,Arbimon
12/4/2017,2,Arbimon
12/4/2017,2,Arbimon
12/5/2017,2,Arbimon
12/5/2017,4.5,Arbimon
12/21/2017,3.5,Arbimon
2/13/2018,2,Arbimon
2/13/2018,2,Arbimon
2/13/2018,2,Arbimon
2/15/2018,2,Arbimon
2/17/2018,1,Arbimon
2/20/2018,3,Arbimon
2/20/2018,1,Arbimon
2/20/2018,1.5,Arbimon
2/20/2018,1,Arbimon
2/24/2018,1,Arbimon
2/26/2018,1.5,Arbimon
2/27/2018,1,Arbimon
2/27/2018,1,Arbimon
2/27/2018,1,Arbimon
2/27/2018,1,Arbimon
2/27/2018,1,Arbimon
2/27/2018,1,Arbimon
3/1/2018,2,Arbimon
3/9/2018,4,Arbimon
3/12/2018,1,Arbimon
3/13/2018,0.75,Arbimon
3/13/2018,1,Arbimon
3/15/2018,0.5,Arbimon
3/19/2018,3,Arbimon
3/21/2018,4,Arbimon
3/25/2018,3,Arbimon
3/29/2018,2,Arbimon
4/19/2018,1.5,Arbimon
4/23/2018,1,Arbimon
5/1/2018,1.5,Arbimon
5/3/2018,1,Arbimon
5/15/2018,2,Arbimon
5/18/2018,2,Arbimon
5/29/2018,5,Arbimon
5/30/2018,5,Arbimon
5/31/2018,3.5,Arbimon
7/16/2018,2,Arbimon
7/19/2018,2,Arbimon
7/21/2018,1,Arbimon
7/23/2018,1,Arbimon
7/23/2018,1,Arbimon
7/25/2018,1,Arbimon
7/26/2018,1,Arbimon
7/27/2018,4,Arbimon
7/27/2018,1,Arbimon
7/28/2018,2,Arbimon
7/28/2018,2,Arbimon
7/28/2018,2,Arbimon
7/28/2018,2,Arbimon
7/28/2018,2,Arbimon
7/28/2018,1,Arbimon
7/28/2018,2.5,Arbimon
7/29/2018,1,Arbimon
8/2/2018,1,Arbimon
8/5/2018,3,Arbimon
8/6/2018,4,Arbimon
8/6/2018,1,Arbimon
8/7/2018,1,Arbimon
8/7/2018,2,Arbimon
8/7/2018,1,Arbimon
8/7/2018,1,Arbimon
8/7/2018,1,Arbimon
8/13/2018,3,Arbimon
8/13/2018,1,Arbimon
8/14/2018,1,Arbimon
8/14/2018,1,Arbimon
8/14/2018,2,Arbimon
8/14/2018,1,Arbimon
8/18/2018,2,Arbimon
8/19/2018,2,Arbimon
8/20/2018,3,Arbimon
8/23/2018,1,Arbimon
8/24/2018,2,Arbimon
8/24/2018,1,Arbimon
8/24/2018,3,Arbimon
8/25/2018,2,Arbimon
8/26/2018,2,Arbimon
8/26/2018,1,Arbimon
8/26/2018,3,Arbimon
8/27/2018,1,Arbimon
8/27/2018,2,Arbimon
8/27/2018,5,Arbimon
8/28/2018,1,Arbimon
8/29/2018,1,Arbimon
8/29/2018,2,Arbimon
8/30/2018,1,Arbimon
8/31/2018,4,Arbimon
9/1/2018,2.5,Arbimon
9/2/2018,2,Arbimon
9/6/2018,1,Arbimon
9/12/2018,1,Arbimon
9/14/2018,1,Arbimon
9/15/2018,2,Arbimon
9/15/2018,2,Arbimon
9/16/2018,2,Arbimon
9/18/2018,1,Arbimon
9/19/2018,1,Arbimon
9/23/2018,3,Arbimon
9/25/2018,1,Arbimon
9/29/2018,1,Arbimon
9/30/2018,1,Arbimon
10/2/2018,1,Arbimon
10/3/2018,1,Arbimon
10/4/2018,1,Arbimon
10/5/2018,2,Arbimon
10/5/2018,2,Arbimon
10/5/2018,1,Arbimon
10/5/2018,2,Arbimon
10/5/2018,2,Arbimon
10/5/2018,2,Arbimon
10/6/2018,4,Arbimon
10/6/2018,2,Arbimon
10/6/2018,2,Arbimon
10/8/2018,3,Arbimon
10/8/2018,1,Arbimon
10/10/2018,1,Arbimon
10/11/2018,1,Arbimon
10/11/2018,1,Arbimon
10/11/2018,1,Arbimon
10/11/2018,1,Arbimon
10/11/2018,1,Arbimon
10/11/2018,1,Arbimon
10/12/2018,2,Arbimon
10/12/2018,1,Arbimon
10/12/2018,1,Arbimon
10/12/2018,1,Arbimon
10/12/2018,1,Arbimon
10/12/2018,1,Arbimon
10/12/2018,2,Arbimon
10/12/2018,1,Arbimon
10/13/2018,3,Arbimon
10/13/2018,3,Arbimon
10/15/2018,2,Arbimon
10/15/2018,1,Arbimon
10/16/2018,2,Arbimon
10/17/2018,3,Arbimon
10/18/2018,1,Arbimon
10/19/2018,1,Arbimon
10/19/2018,1,Arbimon
10/20/2018,1,Arbimon
10/24/2018,2,Arbimon
10/31/2018,2,Arbimon
11/2/2018,1,Arbimon
12/24/2018,1.5,Arbimon
1/9/2019,1,Arbimon
1/10/2019,1,Arbimon
1/12/2019,1,Arbimon
1/14/2019,1.25,Arbimon
1/15/2019,1,Arbimon
1/16/2019,1,Arbimon
1/17/2019,1,Arbimon
1/18/2019,1,Arbimon
1/19/2019,1,Arbimon
1/21/2019,1,Arbimon
1/22/2019,1,Arbimon
1/23/2019,1,Arbimon
1/24/2019,1,Arbimon
1/29/2019,1,Arbimon
2/1/2019,2.25,Arbimon
2/3/2019,2,Arbimon
2/3/2019,1.75,Arbimon
2/4/2019,0.5,Arbimon
2/5/2019,1.5,Arbimon
2/6/2019,2.25,Arbimon
2/9/2019,1.75,Arbimon
2/16/2019,1,Arbimon
2/17/2019,1.25,Arbimon
2/18/2019,1.5,Arbimon
2/18/2019,1.5,Arbimon
2/19/2019,2,Arbimon
2/20/2019,0.5,Arbimon
2/20/2019,2,Arbimon
2/20/2019,1.25,Arbimon
2/20/2019,4,Arbimon
2/21/2019,1,Arbimon
2/21/2019,2.75,Arbimon
2/22/2019,1,Arbimon
2/22/2019,0.75,Arbimon
2/23/2019,1,Arbimon
2/23/2019,2.5,Arbimon
2/24/2019,1,Arbimon
2/25/2019,1.25,Arbimon
2/25/2019,2,Arbimon
3/6/2019,1.25,Arbimon
3/8/2019,1,Arbimon
3/8/2019,1,Arbimon
3/12/2019,2,Arbimon
3/12/2019,2,Arbimon
3/13/2019,0.75,Arbimon
3/17/2019,1,Arbimon
3/22/2019,3,Arbimon
3/22/2019,3,Arbimon
3/23/2019,1.5,Arbimon
3/30/2019,1.25,Arbimon
4/1/2019,0.5,Arbimon
4/6/2019,1,Arbimon
4/11/2019,1.5,Arbimon
4/22/2019,4.5,Arbimon
4/23/2019,4.25,Arbimon
6/10/2019,4,Arbimon
6/11/2019,4,Arbimon
6/13/2019,2.25,Arbimon
7/1/2019,1.25,Arbimon
7/3/2019,3,Arbimon
7/9/2019,0.5,Arbimon
7/9/2019,0.5,Arbimon
7/9/2019,4,Arbimon
7/10/2019,1.5,Arbimon
7/10/2019,1.5,Arbimon
7/11/2019,1,Arbimon
7/14/2019,1.5,Arbimon
7/16/2019,5,Arbimon
7/18/2019,1.25,Arbimon
7/21/2019,0.75,Arbimon
7/21/2019,0.75,Arbimon
7/24/2019,2,Arbimon
7/24/2019,2,Arbimon
7/25/2019,2,Arbimon
7/26/2019,3,Arbimon
7/26/2019,2,Arbimon
7/28/2019,5,Arbimon
7/29/2019,0.75,Arbimon
7/29/2019,2,Arbimon
7/29/2019,0.25,Arbimon
7/29/2019,5,Arbimon
7/30/2019,1.5,Arbimon
7/31/2019,1,Arbimon
7/31/2019,1.5,Arbimon
8/1/2019,1,Arbimon
8/2/2019,1,Arbimon
8/3/2019,1,Arbimon
8/4/2019,1,Arbimon
8/4/2019,1,Arbimon
8/5/2019,2,Arbimon
8/5/2019,4,Arbimon
8/6/2019,0.5,Arbimon
8/8/2019,1,Arbimon
8/12/2019,1,Arbimon
8/12/2019,0.5,Arbimon
8/12/2019,0.75,Arbimon
8/13/2019,2,Arbimon
8/13/2019,1.25,Arbimon
8/13/2019,1,Arbimon
8/16/2019,1.25,Arbimon
8/16/2019,1,Arbimon
8/19/2019,1.25,Arbimon
8/20/2019,1,Arbimon
8/21/2019,2,Arbimon
8/22/2019,3,Arbimon
8/23/2019,1,Arbimon
8/24/2019,2,Arbimon
8/25/2019,2,Arbimon
8/27/2019,2,Arbimon
8/28/2019,3,Arbimon
9/3/2019,2,Arbimon
9/9/2019,1.5,Arbimon
9/10/2019,0.5,Arbimon
9/12/2019,2,Arbimon
9/12/2019,3,Arbimon
9/12/2019,3,Arbimon
9/12/2019,4,Arbimon
9/12/2019,4,Arbimon
9/12/2019,1.5,Arbimon
9/12/2019,4,Arbimon
9/12/2019,3,Arbimon
9/12/2019,3,Arbimon
9/13/2019,0.75,Arbimon
9/13/2019,0.25,Arbimon
9/14/2019,0.5,Arbimon
9/17/2019,0.5,Arbimon
9/20/2019,1,Arbimon
9/22/2019,1,Arbimon
9/22/2019,2.5,Arbimon
9/23/2019,2,Arbimon
9/23/2019,4,Arbimon
9/23/2019,1,Arbimon
9/23/2019,4,Arbimon
9/23/2019,2,Arbimon
9/23/2019,1.5,Arbimon
9/23/2019,3,Arbimon
9/23/2019,4,Arbimon
9/23/2019,4,Arbimon
9/23/2019,2.5,Arbimon
9/23/2019,2,Arbimon
9/23/2019,2,Arbimon
9/23/2019,4,Arbimon
9/23/2019,3.25,Arbimon
9/23/2019,3,Arbimon
9/23/2019,5,Arbimon
9/24/2019,1.5,Arbimon
9/25/2019,1,Arbimon
9/25/2019,0.75,Arbimon
9/27/2019,1,Arbimon
9/28/2019,0.5,Arbimon
9/29/2019,0.75,Arbimon
10/3/2019,0.5,Arbimon
10/3/2019,1.25,Arbimon
10/8/2019,2,Arbimon
10/8/2019,2,Arbimon
10/8/2019,4,Arbimon
10/8/2019,1.75,Arbimon
10/8/2019,2.5,Arbimon
10/8/2019,3,Arbimon
10/8/2019,3,Arbimon
10/8/2019,4,Arbimon
10/9/2019,0.75,Arbimon
10/10/2019,0.5,Arbimon
10/13/2019,1.25,Arbimon
10/15/2019,4.75,Arbimon
10/18/2019,1,Arbimon
10/20/2019,1.25,Arbimon
10/21/2019,3,Arbimon
10/21/2019,3,Arbimon
10/21/2019,3,Arbimon
10/21/2019,3,Arbimon
10/21/2019,3,Arbimon
10/21/2019,2.5,Arbimon
10/21/2019,0.75,Arbimon
10/21/2019,3,Arbimon
10/21/2019,3,Arbimon
10/21/2019,4.5,Arbimon
10/22/2019,0.25,Arbimon
10/22/2019,4,Arbimon
10/23/2019,0.25,Arbimon
10/23/2019,3.5,Arbimon
10/28/2019,2.5,Arbimon
11/1/2019,2.5,Arbimon
11/4/2019,1.5,Arbimon
11/7/2019,0.75,Arbimon
11/8/2019,0.5,Arbimon
11/11/2019,0.5,Arbimon
11/11/2019,0.75,Arbimon
11/12/2019,1.75,Arbimon
11/12/2019,0.5,Arbimon
11/12/2019,0.5,Arbimon
11/13/2019,1.25,Arbimon
11/19/2019,3,Arbimon
11/19/2019,7,Arbimon
11/19/2019,3,Arbimon
11/19/2019,2,Arbimon
11/19/2019,2,Arbimon
11/19/2019,3.5,Arbimon
11/19/2019,1,Arbimon
11/19/2019,0.5,Arbimon
11/20/2019,0.75,Arbimon
11/23/2019,2,Arbimon
11/24/2019,2,Arbimon
11/25/2019,0.75,Arbimon
11/25/2019,0.5,Arbimon
11/26/2019,0.25,Arbimon
11/26/2019,1.75,Arbimon
11/26/2019,1.75,Arbimon
11/26/2019,0.5,Arbimon
11/29/2019,1,Arbimon
11/29/2019,1,Arbimon
11/30/2019,1.5,Arbimon
11/30/2019,1.5,Arbimon
11/30/2019,2,Arbimon
12/2/2019,3.5,Arbimon
12/2/2019,3,Arbimon
12/2/2019,2,Arbimon
12/2/2019,3,Arbimon
12/2/2019,1.75,Arbimon
12/2/2019,0.5,Arbimon
12/2/2019,3,Arbimon
12/2/2019,0.75,Arbimon
12/2/2019,0.75,Arbimon
12/2/2019,4,Arbimon
12/2/2019,0.5,Arbimon
12/2/2019,1,Arbimon
12/2/2019,3,Arbimon
12/3/2019,2.5,Arbimon
12/3/2019,0.5,Arbimon
12/3/2019,0.5,Arbimon
12/4/2019,1,Arbimon
12/5/2019,1.5,Arbimon
12/6/2019,1,Arbimon
12/6/2019,0.5,Arbimon
12/6/2019,0.75,Arbimon
12/7/2019,1.25,Arbimon
12/7/2019,1.25,Arbimon
12/7/2019,1,Arbimon
12/8/2019,1,Arbimon
12/9/2019,1.5,Arbimon
12/9/2019,0.5,Arbimon
12/10/2019,1.25,Arbimon
12/10/2019,0.5,Arbimon
12/10/2019,1.5,Arbimon
12/10/2019,2.75,Arbimon
12/10/2019,2.75,Arbimon
12/11/2019,1,Arbimon
12/11/2019,1,Arbimon
12/11/2019,3,Arbimon
12/12/2019,1,Arbimon
12/13/2019,3,Arbimon
12/13/2019,3,Arbimon
12/13/2019,1,Arbimon
12/13/2019,1.5,Arbimon
12/14/2019,1,Arbimon
12/16/2019,1.25,Arbimon
12/16/2019,0.5,Arbimon
12/17/2019,4,Arbimon
12/17/2019,2,Arbimon
12/17/2019,3.5,Arbimon
12/17/2019,3.5,Arbimon
12/17/2019,3.5,Arbimon
12/20/2019,1,Arbimon
12/21/2019,1,Arbimon
12/22/2019,1.25,Arbimon
12/24/2019,1,Arbimon
12/26/2019,1.5,Arbimon
12/26/2019,1,Arbimon
12/27/2019,1,Arbimon
12/29/2019,0.75,Arbimon
1/1/2020,1.75,Arbimon
1/2/2020,1.25,Arbimon
1/4/2020,0.75,Arbimon
1/4/2020,0.75,Arbimon
1/6/2020,1,Arbimon
1/11/2020,1,Arbimon
1/13/2020,1,Arbimon
1/14/2020,2.5,Arbimon
1/14/2020,0.25,Arbimon
1/14/2020,0.75,Arbimon
1/16/2020,2,Arbimon
1/16/2020,0.75,Arbimon
1/16/2020,2,Arbimon
1/18/2020,1.25,Arbimon
1/18/2020,1.25,Arbimon
1/18/2020,1.25,Arbimon
1/19/2020,0.5,Arbimon
1/20/2020,1,Arbimon
1/20/2020,1,Arbimon
1/20/2020,1,Arbimon
1/20/2020,2,Arbimon
1/20/2020,0.75,Arbimon
1/21/2020,1.25,Arbimon
1/21/2020,3,Arbimon
1/21/2020,3,Arbimon
1/21/2020,1.5,Arbimon
1/21/2020,3,Arbimon
1/21/2020,0.5,Arbimon
1/21/2020,5.5,Arbimon
1/21/2020,3,Arbimon
1/24/2020,1,Arbimon
1/25/2020,0.75,Arbimon
1/26/2020,0.25,Arbimon
1/27/2020,2,Arbimon
1/28/2020,1,Arbimon
1/29/2020,1,Arbimon
1/29/2020,1,Arbimon
1/29/2020,1,Arbimon
1/29/2020,0.25,Arbimon
1/29/2020,0.25,Arbimon
1/29/2020,1.25,Arbimon
1/29/2020,1,Arbimon
2/1/2020,1,Arbimon
2/3/2020,1.5,Arbimon
2/3/2020,1.5,Arbimon
2/3/2020,2.25,Arbimon
2/4/2020,1.5,Arbimon
2/4/2020,0.25,Arbimon
2/4/2020,2,Arbimon
2/4/2020,2.25,Arbimon
2/4/2020,3,Arbimon
2/4/2020,1,Arbimon
2/4/2020,0.75,Arbimon
2/4/2020,4.5,Arbimon
2/4/2020,2,Arbimon
2/5/2020,1,Arbimon
2/8/2020,1,Arbimon
2/9/2020,1.5,Arbimon
2/9/2020,1,Arbimon
2/10/2020,1,Arbimon
2/10/2020,2.5,Arbimon
2/10/2020,1,Arbimon
2/10/2020,1.5,Arbimon
2/10/2020,1.5,Arbimon
2/11/2020,1.25,Arbimon
2/12/2020,0.5,Arbimon
2/12/2020,0.5,Arbimon
2/12/2020,0.5,Arbimon
2/12/2020,1.5,Arbimon
2/13/2020,1,Arbimon
2/13/2020,0.5,Arbimon
2/14/2020,1.5,Arbimon
2/15/2020,1,Arbimon
2/15/2020,0.75,Arbimon
2/16/2020,0.5,Arbimon
2/16/2020,2.5,Arbimon
2/17/2020,1.5,Arbimon
2/17/2020,2.25,Arbimon
2/19/2020,3,Arbimon
2/19/2020,1,Arbimon
2/20/2020,0.5,Arbimon
2/21/2020,0.5,Arbimon
2/22/2020,1.25,Arbimon
2/25/2020,2,Arbimon
2/25/2020,2,Arbimon
2/25/2020,2,Arbimon
2/25/2020,0.25,Arbimon
2/25/2020,2.5,Arbimon
2/25/2020,2,Arbimon
2/25/2020,2,Arbimon
2/25/2020,1,Arbimon
2/25/2020,2.5,Arbimon
2/25/2020,5,Arbimon
2/27/2020,1.25,Arbimon
2/28/2020,1,Arbimon
2/28/2020,1.25,Arbimon
2/29/2020,1.5,Arbimon
2/29/2020,1.5,Arbimon
2/29/2020,0.5,Arbimon
3/1/2020,2.5,Arbimon
3/2/2020,1,Arbimon
3/2/2020,2,Arbimon
3/3/2020,1.25,Arbimon
3/5/2020,1.25,Arbimon
3/7/2020,1.25,Arbimon
3/9/2020,1,Arbimon
3/10/2020,1.5,Arbimon
3/15/2020,1,Arbimon
3/15/2020,1.5,Arbimon
3/15/2020,1.5,Arbimon
3/15/2020,0.5,Arbimon
3/16/2020,1.5,Arbimon
3/18/2020,1.25,Arbimon
3/19/2020,1,Arbimon
3/19/2020,1.5,Arbimon
3/20/2020,1,Arbimon
3/21/2020,0.5,Arbimon
3/21/2020,1.25,Arbimon
3/22/2020,0.5,Arbimon
3/24/2020,0.5,Arbimon
3/24/2020,1,Arbimon
3/24/2020,4,Arbimon
3/24/2020,1.75,Arbimon
3/24/2020,1,Arbimon
3/25/2020,1,Arbimon
3/25/2020,4,Arbimon
3/25/2020,1.5,Arbimon
3/26/2020,0.5,Arbimon
3/27/2020,1,Arbimon
3/27/2020,2,Arbimon
3/27/2020,1,Arbimon
3/28/2020,1,Arbimon
3/28/2020,1.25,Arbimon
3/29/2020,2,Arbimon
3/29/2020,1.25,Arbimon
3/30/2020,0.5,Arbimon
3/30/2020,0.5,Arbimon
3/30/2020,1,Arbimon
3/30/2020,0.5,Arbimon
3/30/2020,4,Arbimon
3/30/2020,2,Arbimon
3/30/2020,2,Arbimon
3/31/2020,3.5,Arbimon
3/31/2020,3,Arbimon
3/31/2020,2,Arbimon
3/31/2020,1,Arbimon
4/1/2020,0.5,Arbimon
4/1/2020,3,Arbimon
4/1/2020,2,Arbimon
4/1/2020,0.5,Arbimon
4/1/2020,1,Arbimon
4/1/2020,2.5,Arbimon
4/2/2020,1.75,Arbimon
4/2/2020,3,Arbimon
4/2/2020,2,Arbimon
4/2/2020,1,Arbimon
4/2/2020,1,Arbimon
4/2/2020,5,Arbimon
4/3/2020,0.5,Arbimon
4/3/2020,3,Arbimon
4/3/2020,0.5,Arbimon
4/3/2020,2,Arbimon
4/4/2020,0.5,Arbimon
4/4/2020,2,Arbimon
4/4/2020,3,Arbimon
4/4/2020,1,Arbimon
4/4/2020,0.5,Arbimon
4/5/2020,1.75,Arbimon
4/5/2020,3,Arbimon
4/5/2020,0.5,Arbimon
4/5/2020,1.75,Arbimon
4/5/2020,1,Arbimon
4/6/2020,0.5,Arbimon
4/6/2020,2,Arbimon
4/6/2020,4,Arbimon
4/6/2020,2,Arbimon
4/6/2020,2,Arbimon
4/6/2020,2.25,Arbimon
4/7/2020,2,Arbimon
4/7/2020,3,Arbimon
4/7/2020,2,Arbimon
4/7/2020,1,Arbimon
4/7/2020,2,Arbimon
4/8/2020,2,Arbimon
4/8/2020,2,Arbimon
4/8/2020,3,Arbimon
4/8/2020,2,Arbimon
4/9/2020,1.5,Arbimon
4/9/2020,0.5,Arbimon
4/9/2020,4,Arbimon
4/9/2020,2,Arbimon
4/9/2020,1,Arbimon
4/9/2020,0.5,Arbimon
4/9/2020,1,Arbimon
4/10/2020,2,Arbimon
4/10/2020,4,Arbimon
4/10/2020,1,Arbimon
4/10/2020,1,Arbimon
4/11/2020,1.5,Arbimon
4/11/2020,0.5,Arbimon
4/11/2020,1,Arbimon
4/11/2020,2,Arbimon
4/11/2020,0.5,Arbimon
4/11/2020,1,Arbimon
4/12/2020,0.75,Arbimon
4/12/2020,0.5,Arbimon
4/12/2020,1,Arbimon
4/12/2020,2,Arbimon
4/12/2020,0.5,Arbimon
4/12/2020,1,Arbimon
4/13/2020,1,Arbimon
4/13/2020,0.5,Arbimon
4/13/2020,1,Arbimon
4/13/2020,2,Arbimon
4/13/2020,3,Arbimon
4/13/2020,4,Arbimon
4/13/2020,0.5,Arbimon
4/13/2020,1,Arbimon
4/13/2020,1.75,Arbimon
4/14/2020,0.5,Arbimon
4/14/2020,1.5,Arbimon
4/14/2020,4,Arbimon
4/14/2020,1,Arbimon
4/14/2020,1,Arbimon
4/14/2020,3,Arbimon
4/14/2020,1,Arbimon
4/15/2020,0.5,Arbimon
4/15/2020,2,Arbimon
4/15/2020,2,Arbimon
4/15/2020,0.5,Arbimon
4/15/2020,3.75,Arbimon
4/15/2020,0.5,Arbimon
4/15/2020,1.5,Arbimon
4/15/2020,1.5,Arbimon
4/15/2020,1.5,Arbimon
4/15/2020,1.75,Arbimon
4/15/2020,1,Arbimon
4/16/2020,1,Arbimon
4/16/2020,1,Arbimon
4/16/2020,1,Arbimon
4/16/2020,0.5,Arbimon
4/16/2020,0.5,Arbimon
4/16/2020,2.5,Arbimon
4/16/2020,2.5,Arbimon
4/16/2020,2,Arbimon
4/16/2020,1.75,Arbimon
4/16/2020,1.25,Arbimon
4/17/2020,1,Arbimon
4/17/2020,3,Arbimon
4/17/2020,2.25,Arbimon
4/17/2020,1.25,Arbimon
4/17/2020,0.5,Arbimon
4/17/2020,1,Arbimon
4/17/2020,0.5,Arbimon
4/17/2020,1.75,Arbimon
4/17/2020,1.75,Arbimon
4/18/2020,1,Arbimon
4/18/2020,0.5,Arbimon
4/18/2020,2,Arbimon
4/18/2020,1.25,Arbimon
4/18/2020,1.25,Arbimon
4/18/2020,0.75,Arbimon
4/18/2020,1.5,Arbimon
4/19/2020,1,Arbimon
4/19/2020,0.5,Arbimon
4/19/2020,0.5,Arbimon
4/19/2020,2.5,Arbimon
4/19/2020,1.5,Arbimon
4/20/2020,1.5,Arbimon
4/20/2020,1,Arbimon
4/20/2020,2,Arbimon
4/20/2020,4,Arbimon
4/20/2020,2,Arbimon
4/20/2020,1,Arbimon
4/20/2020,4.5,Arbimon
4/21/2020,0.5,Arbimon
4/21/2020,1,Arbimon
4/21/2020,1,Arbimon
4/21/2020,1,Arbimon
4/21/2020,1.25,Arbimon
4/21/2020,0.5,Arbimon
4/21/2020,2,Arbimon
4/21/2020,3.5,Arbimon
4/21/2020,3.5,Arbimon
4/21/2020,1.75,Arbimon
4/21/2020,4,Arbimon
4/22/2020,0.5,Arbimon
4/22/2020,0.75,Arbimon
4/22/2020,2,Arbimon
4/22/2020,0.5,Arbimon
4/22/2020,0.5,Arbimon
4/22/2020,2,Arbimon
4/22/2020,0.5,Arbimon
4/22/2020,0.25,Arbimon
4/22/2020,2.5,Arbimon
4/22/2020,1.25,Arbimon
4/23/2020,0.5,Arbimon
4/23/2020,1,Arbimon
4/23/2020,1.25,Arbimon
4/23/2020,1,Arbimon
4/24/2020,1,Arbimon
4/24/2020,2,Arbimon
4/24/2020,0.5,Arbimon
4/24/2020,1.5,Arbimon
4/25/2020,0.5,Arbimon
4/25/2020,0.5,Arbimon
4/25/2020,0.75,Arbimon
4/25/2020,1,Arbimon
4/25/2020,2.25,Arbimon
4/25/2020,2,Arbimon
4/25/2020,1,Arbimon
4/25/2020,1,Arbimon
4/25/2020,1,Arbimon
4/26/2020,1.25,Arbimon
4/26/2020,0.5,Arbimon
4/26/2020,1,Arbimon
4/26/2020,1.75,Arbimon
4/26/2020,1,Arbimon
4/26/2020,4.75,Arbimon
4/26/2020,0.5,Arbimon
4/26/2020,1,Arbimon
4/26/2020,1,Arbimon
4/26/2020,1.25,Arbimon
4/27/2020,0.5,Arbimon
4/27/2020,2,Arbimon
4/27/2020,1.5,Arbimon
4/27/2020,5,Arbimon
4/28/2020,1.5,Arbimon
4/28/2020,2,Arbimon
4/28/2020,2,Arbimon
4/28/2020,2,Arbimon
4/28/2020,2,Arbimon
